"94955228","load-image","Thu Apr 28 00:47:35 CDT 2016","[{""image"":""{\""id\"":23,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7f/Newly_industrialized_countries_2013.svg\""}"",""index"":0},{""image"":""{\""id\"":22,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/75/IMF_advanced_economies_2008.svg\""}"",""index"":1},{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":160,\\\""sw-lng\\\"":-160,\\\""styles\\\"":[],\\\""ne-lat\\\"":72,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Milestone\\\"",\\\""lng\\\"":150.1815,\\\""lat\\\"":-35.7014}],\\\""sw-lat\\\"":-72}\""}"",""index"":2},{""image"":""{\""id\"":3,\""refMap\"":\""{\\\""ne-lng\\\"":-84.325598,\\\""sw-lng\\\"":-118.3688042289999,\\\""styles\\\"":[],\\\""ne-lat\\\"":33.798817,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Mexico\\\"",\\\""lng\\\"":-102.53030785548168,\\\""lat\\\"":23.949171210463575},{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817}],\\\""sw-lat\\\"":14.546282924364334}\""}"",""index"":3},{""image"":""{\""id\"":4,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":4},{""image"":""{\""id\"":19,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/8/81/Vaccine.png\""}"",""index"":5},{""image"":""{\""id\"":21,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/34/2014_UN_Human_Development_Report_Quartiles.svg\""}"",""index"":6},{""image"":""{\""id\"":13,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/39/Polio_worldwide_2015.svg\""}"",""index"":7},{""image"":""{\""id\"":12,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/0c/Polio_worldwide_2014.svg\""}"",""index"":8},{""image"":""{\""id\"":6,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":-84.325598,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817},{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":9},{""image"":""{\""id\"":5,\""refMap\"":\""{\\\""ne-lng\\\"":160,\\\""sw-lng\\\"":-160,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":72,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Milestone\\\"",\\\""lng\\\"":150.1815,\\\""lat\\\"":-35.7014}],\\\""sw-lat\\\"":-72}\""}"",""index"":10},{""image"":""{\""id\"":15,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/31/Poliomyelitis_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":11},{""image"":""{\""id\"":16,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7d/Brain_bulbar_region.svg\""}"",""index"":12},{""image"":""{\""id\"":20,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/8/82/%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD.png\""}"",""index"":13},{""image"":""{\""id\"":17,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/3a/Polio_spinal_diagram.PNG\""}"",""index"":14},{""image"":""{\""id\"":25,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/5/50/Febbre.gif\""}"",""index"":15},{""image"":""{\""id\"":11,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/c/ca/Polio_worldwide_2013.svg\""}"",""index"":16},{""image"":""{\""id\"":24,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/a/af/Infectious_and_parasitic_diseases_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":17},{""image"":""{\""id\"":14,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/e/e2/Polio_worldwide_2016.svg\""}"",""index"":18},{""image"":""{\""id\"":28,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/67/World_Health_Organization_membership_status_map.png\""}"",""index"":19},{""image"":""{\""id\"":27,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/b3/World_Health_Organisation_regional_offices.svg\""}"",""index"":20},{""image"":""{\""id\"":0,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":21},{""image"":""{\""id\"":7,\""refMap\"":\""{\\\""ne-lng\\\"":-84.325598,\\\""sw-lng\\\"":-118.3688042289999,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":33.798817,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Mexico\\\"",\\\""lng\\\"":-102.53030785548168,\\\""lat\\\"":23.949171210463575},{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817}],\\\""sw-lat\\\"":14.546282924364334}\""}"",""index"":22},{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":-84.325598,\\\""styles\\\"":[],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817},{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":23},{""image"":""{\""id\"":10,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/63/Polio_worldwide_2012.svg\""}"",""index"":24},{""image"":""{\""id\"":26,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/f/f7/Fever-conceptual.svg\""}"",""index"":25},{""image"":""{\""id\"":9,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/f/f5/Polio_worldwide_2005.svg\""}"",""index"":26},{""image"":""{\""id\"":8,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/b4/Cg-map.png\""}"",""index"":27},{""image"":""{\""id\"":18,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/ReverseGeneticsFlu.svg\""}"",""index"":28},{""image"":""{\""id\"":13,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/39/Polio_worldwide_2015.svg\""}"",""index"":29},{""image"":""{\""id\"":27,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/b3/World_Health_Organisation_regional_offices.svg\""}"",""index"":30}]","Wed Apr 27 2016 22:47:37 GMT-0700 (Pacific Daylight Time)"
"24825090","experiment-id","Thu Apr 28 00:48:14 CDT 2016","2","Thu Apr 28 2016 01:48:14 GMT-0400 (EDT)"
"24825090","question","Thu Apr 28 00:48:15 CDT 2016","Which state had the highest percentage of porn subscribers in 2009","Thu Apr 28 2016 01:48:15 GMT-0400 (EDT)"
"24825090","answer","Thu Apr 28 00:48:15 CDT 2016","Utah","Thu Apr 28 2016 01:48:15 GMT-0400 (EDT)"
"24825090","answers-shuffled","Thu Apr 28 00:48:15 CDT 2016","[""Texas"",""Utah"",""Nevada"",""California""]","Thu Apr 28 2016 01:48:15 GMT-0400 (EDT)"
"24825090","load-image","Thu Apr 28 00:48:15 CDT 2016","[{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":0},{""image"":""{\""id\"":0,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":1},{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":2},{""image"":""{\""id\"":6,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/LDS_Global_Distribution.svg\""}"",""index"":3},{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":4},{""image"":""{\""id\"":4,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/63/Pornography_laws.svg\""}"",""index"":5},{""image"":""{\""id\"":3,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":6},{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":7}]","Thu Apr 28 2016 01:48:15 GMT-0400 (EDT)"
"24825090","question-answer","Thu Apr 28 00:48:19 CDT 2016","Utah","Thu Apr 28 2016 01:48:19 GMT-0400 (EDT)"
"24825090","select-image","Thu Apr 28 00:48:22 CDT 2016","{""image"":""{\""id\"":0,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":1}","Thu Apr 28 2016 01:48:22 GMT-0400 (EDT)"
"24825090","remove-image","Thu Apr 28 00:48:23 CDT 2016","{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":2}","Thu Apr 28 2016 01:48:23 GMT-0400 (EDT)"
"24825090","remove-image","Thu Apr 28 00:48:25 CDT 2016","{""image"":""{\""id\"":6,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/LDS_Global_Distribution.svg\""}"",""index"":3}","Thu Apr 28 2016 01:48:25 GMT-0400 (EDT)"
"24825090","remove-image","Thu Apr 28 00:48:26 CDT 2016","{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":4}","Thu Apr 28 2016 01:48:26 GMT-0400 (EDT)"
"24825090","remove-image","Thu Apr 28 00:48:26 CDT 2016","{""image"":""{\""id\"":4,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/63/Pornography_laws.svg\""}"",""index"":5}","Thu Apr 28 2016 01:48:26 GMT-0400 (EDT)"
"24825090","remove-image","Thu Apr 28 00:48:28 CDT 2016","{""image"":""{\""id\"":3,\""refMap\"":\""{\\\""ne-lng\\\"":-71.1225,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.3672,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Republican Party (United States)\\\"",\\\""lng\\\"":-77.00558333,\\\""lat\\\"":38.88541667},{\\\""title\\\"":\\\""Harvard Business School\\\"",\\\""lng\\\"":-71.1225,\\\""lat\\\"":42.3672},{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":6}","Thu Apr 28 2016 01:48:28 GMT-0400 (EDT)"
"24825090","select-image","Thu Apr 28 00:48:29 CDT 2016","{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":7}","Thu Apr 28 2016 01:48:29 GMT-0400 (EDT)"
"24825090","select-image","Thu Apr 28 00:48:32 CDT 2016","{""image"":""{\""id\"":6,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/LDS_Global_Distribution.svg\""}"",""index"":3}","Thu Apr 28 2016 01:48:32 GMT-0400 (EDT)"
"24825090","select-image","Thu Apr 28 00:48:43 CDT 2016","{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":2}","Thu Apr 28 2016 01:48:43 GMT-0400 (EDT)"
"24825090","select-image","Thu Apr 28 00:48:47 CDT 2016","{""image"":""{\""id\"":4,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/63/Pornography_laws.svg\""}"",""index"":5}","Thu Apr 28 2016 01:48:47 GMT-0400 (EDT)"
"24825090","select-image","Thu Apr 28 00:48:56 CDT 2016","{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":0}","Thu Apr 28 2016 01:48:56 GMT-0400 (EDT)"
"24825090","reorder-image","Thu Apr 28 00:49:03 CDT 2016","{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":1}","Thu Apr 28 2016 01:49:03 GMT-0400 (EDT)"
"24825090","reorder-image","Thu Apr 28 00:49:05 CDT 2016","{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":2}","Thu Apr 28 2016 01:49:05 GMT-0400 (EDT)"
"24825090","reorder-image","Thu Apr 28 00:49:07 CDT 2016","{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":3}","Thu Apr 28 2016 01:49:07 GMT-0400 (EDT)"
"24825090","reorder-image","Thu Apr 28 00:49:09 CDT 2016","{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":4}","Thu Apr 28 2016 01:49:09 GMT-0400 (EDT)"
"24825090","submit-image","Thu Apr 28 00:49:28 CDT 2016","{""image"":""{\""id\"":0,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":0}","Thu Apr 28 2016 01:49:28 GMT-0400 (EDT)"
"24825090","submit-image","Thu Apr 28 00:49:28 CDT 2016","{""image"":""{\""id\"":2,\""refMap\"":\""{\\\""ne-lng\\\"":-109.04633182955024,\\\""sw-lng\\\"":-114.04254764955438,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":42.00007732980495,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Utah\\\"",\\\""lng\\\"":-111.67416561853577,\\\""lat\\\"":39.32648190347361}],\\\""sw-lat\\\"":36.999808775254735}\""}"",""index"":1}","Thu Apr 28 2016 01:49:28 GMT-0400 (EDT)"
"24825090","submit-image","Thu Apr 28 00:49:28 CDT 2016","{""image"":""{\""id\"":6,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/05/LDS_Global_Distribution.svg\""}"",""index"":2}","Thu Apr 28 2016 01:49:28 GMT-0400 (EDT)"
"24825090","submit-image","Thu Apr 28 00:49:28 CDT 2016","{""image"":""{\""id\"":4,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/6/63/Pornography_laws.svg\""}"",""index"":3}","Thu Apr 28 2016 01:49:28 GMT-0400 (EDT)"
"24825090","submit-image","Thu Apr 28 00:49:28 CDT 2016","{""image"":""{\""id\"":5,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/b/bc/XXX_P_icon.png\""}"",""index"":4}","Thu Apr 28 2016 01:49:28 GMT-0400 (EDT)"
"24825090","feedback","Thu Apr 28 00:49:28 CDT 2016","Thank you","Thu Apr 28 2016 01:49:28 GMT-0400 (EDT)"
"24825090","survey-code","Thu Apr 28 00:49:28 CDT 2016","D28QC-U5HLD-C7MS3-M2M5H-M094J8","Thu Apr 28 2016 01:49:28 GMT-0400 (EDT)"
"99427486","select-image","Thu Apr 28 00:49:35 CDT 2016","{""image"":""{\""id\"":25,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/5/50/Febbre.gif\""}"",""index"":0}","Thu Apr 28 2016 11:19:31 GMT+0530 (India Standard Time)"
"99427486","select-image","Thu Apr 28 00:49:37 CDT 2016","{""image"":""{\""id\"":17,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/3a/Polio_spinal_diagram.PNG\""}"",""index"":1}","Thu Apr 28 2016 11:19:33 GMT+0530 (India Standard Time)"
"99427486","select-image","Thu Apr 28 00:49:39 CDT 2016","{""image"":""{\""id\"":4,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":2}","Thu Apr 28 2016 11:19:35 GMT+0530 (India Standard Time)"
"94955228","question-answer","Thu Apr 28 00:49:42 CDT 2016","10","Wed Apr 27 2016 22:49:44 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:49:57 CDT 2016","{""image"":""{\""id\"":23,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7f/Newly_industrialized_countries_2013.svg\""}"",""index"":0}","Wed Apr 27 2016 22:49:59 GMT-0700 (Pacific Daylight Time)"
"94955228","select-image","Thu Apr 28 00:49:58 CDT 2016","{""image"":""{\""id\"":22,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/75/IMF_advanced_economies_2008.svg\""}"",""index"":1}","Wed Apr 27 2016 22:50:00 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:00 CDT 2016","{""image"":""{\""id\"":1,\""refMap\"":\""{\\\""ne-lng\\\"":160,\\\""sw-lng\\\"":-160,\\\""styles\\\"":[],\\\""ne-lat\\\"":72,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Milestone\\\"",\\\""lng\\\"":150.1815,\\\""lat\\\"":-35.7014}],\\\""sw-lat\\\"":-72}\""}"",""index"":2}","Wed Apr 27 2016 22:50:03 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:02 CDT 2016","{""image"":""{\""id\"":3,\""refMap\"":\""{\\\""ne-lng\\\"":-84.325598,\\\""sw-lng\\\"":-118.3688042289999,\\\""styles\\\"":[],\\\""ne-lat\\\"":33.798817,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Mexico\\\"",\\\""lng\\\"":-102.53030785548168,\\\""lat\\\"":23.949171210463575},{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817}],\\\""sw-lat\\\"":14.546282924364334}\""}"",""index"":3}","Wed Apr 27 2016 22:50:04 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:04 CDT 2016","{""image"":""{\""id\"":4,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":60.8443787030001,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":4}","Wed Apr 27 2016 22:50:06 GMT-0700 (Pacific Daylight Time)"
"94955228","select-image","Thu Apr 28 00:50:05 CDT 2016","{""image"":""{\""id\"":19,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/8/81/Vaccine.png\""}"",""index"":5}","Wed Apr 27 2016 22:50:07 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:08 CDT 2016","{""image"":""{\""id\"":21,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/34/2014_UN_Human_Development_Report_Quartiles.svg\""}"",""index"":6}","Wed Apr 27 2016 22:50:10 GMT-0700 (Pacific Daylight Time)"
"94955228","select-image","Thu Apr 28 00:50:10 CDT 2016","{""image"":""{\""id\"":13,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/39/Polio_worldwide_2015.svg\""}"",""index"":7}","Wed Apr 27 2016 22:50:12 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:12 CDT 2016","{""image"":""{\""id\"":12,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/0/0c/Polio_worldwide_2014.svg\""}"",""index"":8}","Wed Apr 27 2016 22:50:14 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:13 CDT 2016","{""image"":""{\""id\"":6,\""refMap\"":\""{\\\""ne-lng\\\"":77.0489709880002,\\\""sw-lng\\\"":-84.325598,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":37.054483541000096,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Centers for Disease Control and Prevention\\\"",\\\""lng\\\"":-84.325598,\\\""lat\\\"":33.798817},{\\\""title\\\"":\\\""Pakistan\\\"",\\\""lng\\\"":69.34134327397679,\\\""lat\\\"":29.948496942492575}],\\\""sw-lat\\\"":23.694525458000058}\""}"",""index"":9}","Wed Apr 27 2016 22:50:15 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:15 CDT 2016","{""image"":""{\""id\"":5,\""refMap\"":\""{\\\""ne-lng\\\"":160,\\\""sw-lng\\\"":-160,\\\""styles\\\"":[\\\""terrain\\\"", \\\""labels\\\"", \\\""boundaries\\\""],\\\""ne-lat\\\"":72,\\\""annotations\\\"":[{\\\""title\\\"":\\\""Milestone\\\"",\\\""lng\\\"":150.1815,\\\""lat\\\"":-35.7014}],\\\""sw-lat\\\"":-72}\""}"",""index"":10}","Wed Apr 27 2016 22:50:17 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:17 CDT 2016","{""image"":""{\""id\"":15,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/3/31/Poliomyelitis_world_map_-_DALY_-_WHO2004.svg\""}"",""index"":11}","Wed Apr 27 2016 22:50:19 GMT-0700 (Pacific Daylight Time)"
"94955228","remove-image","Thu Apr 28 00:50:19 CDT 2016","{""image"":""{\""id\"":16,\""url\"":\""https://upload.wikimedia.org/wikipedia/commons/7/7d/Brain_bulbar_region.svg\""}"",""index"":12}","Wed Apr 27 2016 22:50:22 GMT-0700 (Pacific Daylight Time)"
